# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=8459
# Generated: 2026-07-20 11:53:55
# WAYPOINTS:
# WP: -1.602082,0.270989,-135.000000,124.338000,50
# WP: -1.740002,0.769999,-116.767000,113.485700,50
# WP: 1.770000,0.970001,12.479080,108.782400,50
# WP: 2.438963,-2.440071,135.000000,0.027976,50
# WP: -2.440071,-2.438963,-135.000000,0.027976,50

Time,X,Z,Theta1,Theta2
0.204,1.511954,1.289170,0.239079,110.073400
0.205,1.510542,1.290586,0.179079,110.079800
0.206,1.509129,1.292001,0.119078,110.086100
0.207,1.507714,1.293414,0.059078,110.092400
0.208,1.506297,1.294826,-0.000921,110.098700
0.209,1.504880,1.296236,-0.060921,110.105100
0.210,1.503461,1.297645,-0.120922,110.111400
0.211,1.502041,1.299052,-0.180921,110.117700
0.212,1.500620,1.300458,-0.240921,110.124100
0.213,1.499197,1.301862,-0.300921,110.130400
0.214,1.497773,1.303265,-0.360921,110.136700
0.215,1.496347,1.304665,-0.420921,110.143100
0.216,1.494921,1.306065,-0.480921,110.149400
0.217,1.493493,1.307463,-0.540921,110.155700
0.218,1.492064,1.308859,-0.600921,110.162000
0.219,1.490633,1.310254,-0.660922,110.168400
0.220,1.489201,1.311647,-0.720922,110.174700
0.221,1.487768,1.313039,-0.780922,110.181000
0.222,1.486333,1.314429,-0.840921,110.187300
0.223,1.484897,1.315817,-0.900921,110.193700
0.224,1.483460,1.317204,-0.960921,110.200000
0.225,1.482022,1.318590,-1.020921,110.206300
0.226,1.480582,1.319974,-1.080921,110.212700
0.227,1.479141,1.321356,-1.140921,110.219000
0.228,1.477699,1.322737,-1.200921,110.225300
0.229,1.476255,1.324116,-1.260922,110.231700
0.230,1.474811,1.325493,-1.320921,110.238000
0.231,1.473364,1.326869,-1.380921,110.244300
0.232,1.471917,1.328244,-1.440921,110.250600
0.233,1.470468,1.329617,-1.500921,110.257000
0.234,1.469018,1.330988,-1.560922,110.263300
0.235,1.467567,1.332358,-1.620922,110.269600
0.236,1.466115,1.333726,-1.680921,110.275900
0.237,1.464661,1.335093,-1.740921,110.282300
0.238,1.463206,1.336458,-1.800920,110.288600
0.239,1.461749,1.337821,-1.860921,110.294900
0.240,1.460292,1.339183,-1.920921,110.301300
0.241,1.458833,1.340543,-1.980921,110.307600
0.242,1.457373,1.341902,-2.040921,110.313900
0.243,1.455911,1.343259,-2.100922,110.320300
0.244,1.454448,1.344615,-2.160922,110.326600
0.245,1.452985,1.345969,-2.220921,110.332900
0.246,1.451519,1.347321,-2.280921,110.339200
0.247,1.450053,1.348672,-2.340921,110.345600
0.248,1.448585,1.350021,-2.400922,110.351900
0.249,1.447116,1.351369,-2.460921,110.358200
0.250,1.445646,1.352715,-2.520921,110.364500
0.251,1.444175,1.354059,-2.580921,110.370900
0.252,1.442702,1.355402,-2.640920,110.377200
0.253,1.441228,1.356743,-2.700922,110.383500
0.254,1.439753,1.358083,-2.760921,110.389900
0.255,1.438276,1.359421,-2.820922,110.396200
0.256,1.436798,1.360757,-2.880921,110.402500
0.257,1.435320,1.362092,-2.940921,110.408900
0.258,1.433839,1.363425,-3.000922,110.415200
0.259,1.432358,1.364757,-3.060921,110.421500
0.260,1.430875,1.366087,-3.120921,110.427800
0.261,1.429391,1.367416,-3.180922,110.434200
0.262,1.427906,1.368743,-3.240922,110.440500
0.263,1.426420,1.370068,-3.300921,110.446800
0.264,1.424932,1.371392,-3.360920,110.453100
0.265,1.423444,1.372714,-3.420921,110.459500
0.266,1.421954,1.374034,-3.480921,110.465800
0.267,1.420462,1.375353,-3.540922,110.472100
0.268,1.418970,1.376670,-3.600921,110.478500
0.269,1.417476,1.377986,-3.660922,110.484800
0.270,1.415981,1.379300,-3.720921,110.491100
0.271,1.414485,1.380612,-3.780923,110.497500
0.272,1.412988,1.381922,-3.840922,110.503800
0.273,1.411489,1.383232,-3.900921,110.510100
0.274,1.409989,1.384539,-3.960921,110.516400
0.275,1.408488,1.385845,-4.020921,110.522800
0.276,1.406986,1.387149,-4.080922,110.529100
0.277,1.405483,1.388452,-4.140921,110.535400
0.278,1.403978,1.389753,-4.200922,110.541800
0.279,1.402472,1.391053,-4.260921,110.548100
0.280,1.400966,1.392350,-4.320920,110.554400
0.281,1.399457,1.393647,-4.380922,110.560700
0.282,1.397948,1.394941,-4.440921,110.567100
0.283,1.396437,1.396234,-4.500922,110.573400
0.284,1.394926,1.397525,-4.560921,110.579700
0.285,1.393413,1.398815,-4.620922,110.586100
0.286,1.391898,1.400103,-4.680922,110.592400
0.287,1.390383,1.401390,-4.740921,110.598700
0.288,1.388866,1.402674,-4.800921,110.605000
0.289,1.387349,1.403957,-4.860920,110.611400
0.290,1.385830,1.405239,-4.920922,110.617700
0.291,1.384310,1.406519,-4.980921,110.624000
0.292,1.382789,1.407797,-5.040922,110.630400
0.293,1.381266,1.409073,-5.100921,110.636700
0.294,1.379743,1.410348,-5.160921,110.643000
0.295,1.378218,1.411622,-5.220922,110.649300
0.296,1.376692,1.412893,-5.280921,110.655700
0.297,1.375165,1.414163,-5.340922,110.662000
0.298,1.373636,1.415432,-5.400921,110.668300
0.299,1.372107,1.416699,-5.460922,110.674700
0.300,1.370576,1.417964,-5.520921,110.681000
0.301,1.369044,1.419227,-5.580922,110.687300
0.302,1.367511,1.420489,-5.640921,110.693600
0.303,1.365977,1.421749,-5.700920,110.700000
0.304,1.364442,1.423007,-5.760921,110.706300
0.305,1.362906,1.424264,-5.820921,110.712600
0.306,1.361368,1.425519,-5.880922,110.719000
