# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=3960
# Generated: 2026-07-14 14:31:18
# WAYPOINTS:
# WP: -2.560000,-1.700000,-148.636400,54.212190,50
# WP: -2.160000,1.180000,-102.017100,89.250400,50
# WP: -0.680000,2.850000,-42.869300,63.909990,50

Time,X,Z,Theta1,Theta2
0.175,2.154297,-1.578128,90.125300,78.793020
0.176,2.152977,-1.580318,90.185300,78.780850
0.177,2.151655,-1.582507,90.245300,78.768690
0.178,2.150331,-1.584695,90.305300,78.756520
0.179,2.149005,-1.586881,90.365300,78.744360
0.180,2.147676,-1.589067,90.425300,78.732190
0.181,2.146346,-1.591251,90.485300,78.720030
0.182,2.145013,-1.593434,90.545300,78.707860
0.183,2.143678,-1.595617,90.605300,78.695700
0.184,2.142340,-1.597798,90.665300,78.683530
0.185,2.141001,-1.599978,90.725300,78.671370
0.186,2.139658,-1.602157,90.785300,78.659200
0.187,2.138314,-1.604334,90.845300,78.647040
0.188,2.136968,-1.606511,90.905300,78.634870
0.189,2.135620,-1.608686,90.965300,78.622710
0.190,2.134269,-1.610860,91.025300,78.610540
0.191,2.132916,-1.613034,91.085300,78.598380
0.192,2.131561,-1.615206,91.145300,78.586220
0.193,2.130203,-1.617377,91.205300,78.574050
0.194,2.128844,-1.619546,91.265300,78.561890
0.195,2.127481,-1.621715,91.325300,78.549720
0.196,2.126117,-1.623883,91.385300,78.537560
0.197,2.124752,-1.626049,91.445300,78.525390
0.198,2.123383,-1.628214,91.505300,78.513230
0.199,2.122012,-1.630378,91.565300,78.501060
0.200,2.120639,-1.632541,91.625300,78.488900
0.201,2.119264,-1.634703,91.685300,78.476730
0.202,2.117886,-1.636863,91.745300,78.464570
0.203,2.116507,-1.639022,91.805300,78.452400
0.204,2.115125,-1.641181,91.865300,78.440240
0.205,2.113741,-1.643338,91.925300,78.428070
0.206,2.112355,-1.645493,91.985300,78.415910
0.207,2.110966,-1.647648,92.045300,78.403740
0.208,2.109575,-1.649802,92.105300,78.391580
0.209,2.108182,-1.651954,92.165300,78.379410
0.210,2.106787,-1.654105,92.225300,78.367250
0.211,2.105390,-1.656255,92.285300,78.355080
0.212,2.103991,-1.658404,92.345300,78.342920
0.213,2.102589,-1.660551,92.405300,78.330760
0.214,2.101185,-1.662698,92.465300,78.318590
0.215,2.099779,-1.664843,92.525300,78.306430
0.216,2.098371,-1.666987,92.585300,78.294260
0.217,2.096960,-1.669130,92.645300,78.282100
0.218,2.095547,-1.671271,92.705300,78.269930
0.219,2.094132,-1.673412,92.765300,78.257770
0.220,2.092715,-1.675551,92.825300,78.245600
0.221,2.091296,-1.677689,92.885300,78.233440
0.222,2.089875,-1.679826,92.945300,78.221270
0.223,2.088451,-1.681962,93.005300,78.209110
0.224,2.087025,-1.684096,93.065300,78.196940
0.225,2.085597,-1.686229,93.125300,78.184780
0.226,2.084166,-1.688361,93.185300,78.172610
0.227,2.082734,-1.690492,93.245300,78.160450
0.228,2.081300,-1.692621,93.305300,78.148280
0.229,2.079863,-1.694750,93.365300,78.136120
0.230,2.078424,-1.696877,93.425300,78.123950
0.231,2.076982,-1.699003,93.485300,78.111790
0.232,2.075539,-1.701127,93.545300,78.099620
0.233,2.074093,-1.703251,93.605300,78.087460
0.234,2.072645,-1.705373,93.665300,78.075290
0.235,2.071196,-1.707494,93.725300,78.063130
0.236,2.069744,-1.709614,93.785300,78.050960
0.237,2.068290,-1.711732,93.845300,78.038800
0.238,2.066833,-1.713849,93.905300,78.026630
0.239,2.065374,-1.715965,93.965300,78.014470
0.240,2.063913,-1.718080,94.025300,78.002300
0.241,2.062451,-1.720193,94.085300,77.990140
0.242,2.060985,-1.722306,94.145300,77.977970
0.243,2.059519,-1.724416,94.205300,77.965810
0.244,2.058048,-1.726526,94.265300,77.953640
0.245,2.056577,-1.728635,94.325300,77.941470
0.246,2.055103,-1.730742,94.385300,77.929310
0.247,2.053627,-1.732848,94.445300,77.917140
0.248,2.052149,-1.734953,94.505300,77.904980
0.249,2.050668,-1.737056,94.565300,77.892810
0.250,2.049186,-1.739158,94.625300,77.880650
0.251,2.047701,-1.741259,94.685300,77.868480
0.252,2.046215,-1.743358,94.745300,77.856320
0.253,2.044726,-1.745457,94.805300,77.844150
0.254,2.043234,-1.747554,94.865300,77.831990
0.255,2.041741,-1.749649,94.925300,77.819820
0.256,2.040245,-1.751744,94.985300,77.807660
0.257,2.038748,-1.753837,95.045300,77.795500
0.258,2.037248,-1.755929,95.105300,77.783330
0.259,2.035746,-1.758020,95.165300,77.771170
0.260,2.034242,-1.760109,95.225300,77.759000
0.261,2.032736,-1.762197,95.285300,77.746840
0.262,2.031227,-1.764283,95.345300,77.734670
0.263,2.029717,-1.766369,95.405300,77.722510
0.264,2.028204,-1.768453,95.465300,77.710340
0.265,2.026689,-1.770536,95.525300,77.698180
0.266,2.025173,-1.772617,95.585300,77.686010
0.267,2.023653,-1.774698,95.645300,77.673850
0.268,2.022132,-1.776776,95.705300,77.661680
0.269,2.020608,-1.778854,95.765300,77.649520
0.270,2.019083,-1.780930,95.825300,77.637350
0.271,2.017555,-1.783005,95.885300,77.625190
0.272,2.016025,-1.785079,95.945300,77.613020
0.273,2.014493,-1.787151,96.005290,77.600860
0.274,2.012959,-1.789222,96.065300,77.588690
0.275,2.011423,-1.791292,96.125300,77.576530
0.276,2.009885,-1.793360,96.185300,77.564360
0.277,2.008344,-1.795427,96.245300,77.552200
0.278,2.006801,-1.797493,96.305300,77.540040
0.279,2.005256,-1.799557,96.365300,77.527870
0.280,2.003709,-1.801620,96.425300,77.515710
0.281,2.002161,-1.803682,96.485300,77.503540
0.282,2.000609,-1.805742,96.545300,77.491380
0.283,1.999056,-1.807801,96.605300,77.479210
0.284,1.997501,-1.809859,96.665300,77.467050
0.285,1.995943,-1.811915,96.725300,77.454880
0.286,1.994383,-1.813970,96.785300,77.442720
0.287,1.992821,-1.816024,96.845300,77.430550
0.288,1.991257,-1.818076,96.905300,77.418390
0.289,1.989691,-1.820127,96.965300,77.406220
0.290,1.988124,-1.822176,97.025300,77.394060
0.291,1.986553,-1.824224,97.085300,77.381890
0.292,1.984981,-1.826271,97.145300,77.369730
0.293,1.983406,-1.828317,97.205300,77.357560
0.294,1.981829,-1.830361,97.265300,77.345400
0.295,1.980251,-1.832403,97.325300,77.333230
0.296,1.978670,-1.834445,97.385300,77.321070
0.297,1.977087,-1.836485,97.445300,77.308900
0.298,1.975502,-1.838523,97.505300,77.296740
0.299,1.973915,-1.840560,97.565300,77.284580
0.300,1.972325,-1.842596,97.625300,77.272410
0.301,1.970734,-1.844631,97.685300,77.260250
0.302,1.969140,-1.846664,97.745300,77.248080
0.303,1.967545,-1.848695,97.805300,77.235920
0.304,1.965947,-1.850726,97.865300,77.223750
0.305,1.964347,-1.852755,97.925300,77.211590
0.306,1.962746,-1.854782,97.985300,77.199420
0.307,1.961141,-1.856808,98.045300,77.187260
0.308,1.959535,-1.858833,98.105300,77.175090
0.309,1.957927,-1.860856,98.165300,77.162930
0.310,1.956317,-1.862878,98.225300,77.150760
0.311,1.954704,-1.864899,98.285300,77.138600
0.312,1.953090,-1.866918,98.345300,77.126430
0.313,1.951473,-1.868935,98.405300,77.114270
0.314,1.949855,-1.870952,98.465300,77.102100
0.315,1.948234,-1.872967,98.525300,77.089940
0.316,1.946611,-1.874980,98.585300,77.077770
0.317,1.944986,-1.876992,98.645300,77.065610
0.318,1.943359,-1.879002,98.705300,77.053440
0.319,1.941730,-1.881011,98.765300,77.041280
0.320,1.940098,-1.883020,98.825300,77.029110
0.321,1.938465,-1.885026,98.885300,77.016940
0.322,1.936830,-1.887031,98.945300,77.004780
0.323,1.935193,-1.889034,99.005300,76.992610
0.324,1.933553,-1.891036,99.065300,76.980450
0.325,1.931911,-1.893037,99.125300,76.968280
0.326,1.930268,-1.895036,99.185300,76.956120
0.327,1.928622,-1.897034,99.245300,76.943950
0.328,1.926974,-1.899030,99.305300,76.931790
0.329,1.925324,-1.901025,99.365300,76.919620
0.330,1.923672,-1.903018,99.425300,76.907460
0.331,1.922019,-1.905010,99.485300,76.895290
0.332,1.920362,-1.907001,99.545300,76.883130
0.333,1.918704,-1.908990,99.605300,76.870960
0.334,1.917044,-1.910977,99.665300,76.858800
0.335,1.915382,-1.912964,99.725300,76.846630
0.336,1.913717,-1.914948,99.785300,76.834470
0.337,1.912051,-1.916931,99.845300,76.822300
0.338,1.910383,-1.918913,99.905300,76.810140
0.339,1.908712,-1.920894,99.965300,76.797970
0.340,1.907039,-1.922872,100.025300,76.785810
0.341,1.905365,-1.924850,100.085300,76.773650
0.342,1.903688,-1.926826,100.145300,76.761480
0.343,1.902009,-1.928800,100.205300,76.749320
0.344,1.900329,-1.930773,100.265300,76.737150
0.345,1.898646,-1.932745,100.325300,76.724990
0.346,1.896961,-1.934714,100.385300,76.712820
0.347,1.895274,-1.936683,100.445300,76.700660
0.348,1.893585,-1.938650,100.505300,76.688490
0.349,1.891894,-1.940616,100.565300,76.676330
0.350,1.890201,-1.942580,100.625300,76.664160
0.351,1.888505,-1.944542,100.685300,76.652000
0.352,1.886809,-1.946503,100.745300,76.639830
0.353,1.885110,-1.948463,100.805300,76.627670
0.354,1.883408,-1.950421,100.865300,76.615500
0.355,1.881705,-1.952377,100.925300,76.603340
0.356,1.880000,-1.954333,100.985300,76.591170
0.357,1.878292,-1.956286,101.045300,76.579010
0.358,1.876583,-1.958238,101.105300,76.566840
0.359,1.874871,-1.960189,101.165300,76.554680
0.360,1.873158,-1.962138,101.225300,76.542510
0.361,1.871443,-1.964085,101.285300,76.530350
0.362,1.869725,-1.966031,101.345300,76.518190
0.363,1.868006,-1.967976,101.405300,76.506020
0.364,1.866284,-1.969919,101.465300,76.493860
0.365,1.864560,-1.971860,101.525300,76.481690
0.366,1.862835,-1.973800,101.585300,76.469530
0.367,1.861107,-1.975739,101.645300,76.457360
0.368,1.859378,-1.977676,101.705300,76.445200
0.369,1.857646,-1.979611,101.765300,76.433030
0.370,1.855912,-1.981545,101.825300,76.420870
0.371,1.854177,-1.983477,101.885300,76.408700
0.372,1.852439,-1.985408,101.945300,76.396540
0.373,1.850699,-1.987337,102.005300,76.384370
0.374,1.848958,-1.989265,102.065300,76.372210
0.375,1.847214,-1.991191,102.125300,76.360040
0.376,1.845468,-1.993116,102.185300,76.347880
0.377,1.843721,-1.995039,102.245300,76.335710
0.378,1.841971,-1.996960,102.305300,76.323550
0.379,1.840219,-1.998881,102.365300,76.311380
0.380,1.838465,-2.000799,102.425300,76.299220
0.381,1.836709,-2.002716,102.485300,76.287060
0.382,1.834951,-2.004631,102.545300,76.274890
0.383,1.833192,-2.006545,102.605300,76.262730
0.384,1.831430,-2.008457,102.665300,76.250560
0.385,1.829666,-2.010368,102.725300,76.238400
0.386,1.827901,-2.012277,102.785300,76.226230
0.387,1.826133,-2.014184,102.845300,76.214070
